bid_id,vendor_name,vendor_rank,vendor_price,price_raw,status_flag,vendor_name_clean,is_disqualified
9359607,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY LIMITED Under PMA,L1,1375011.0,` 1375011.00,,ARMED FORCE EX SERVICEMAN WELFARE CO OPERATIVE SOCIETY,False
9359607,MOHINDER ROAD LINES Under PMA,L2,1384604.1,` 1384604.10,,MOHINDER ROAD LINES,False
9359607,THE DESERT STORM Under PMA,L3,1387801.8,` 1387801.80,,THE DESERT STORM,False
9321975,CHINTAHARAN RETAILER LIMITED Under PMA,,0.0,,,CHINTAHARAN RETAILER,False
9321975,M/S CHINTAHARAN ENTERPRISES Under PMA,,0.0,,,M/S CHINTAHARAN ENTERPRISES,False
9321975,SHRI HARI INFOTECH Under PMA,,0.0,,,SHRI HARI INFOTECH,False
9311878,KAVYA TRADERS Under PMA,,0.0,,MSE,KAVYA TRADERS,False
9311878,NAINA ENTERPRISES Under PMA,,0.0,,MSE,NAINA ENTERPRISES,False
9311878,SAMRIDDHI ENTERPRISES Under PMA,,0.0,,MSE,SAMRIDDHI ENTERPRISES,False
9353305,FAYAZ AHMAD MALIK GENERAL ORDER SUPPLIER Under PMA,,0.0,,,FAYAZ AHMAD MALIK GENERAL ORDER SUPPLIER,False
9353305,M/S MOHAMMAD AFZAL MAGRAY Under PMA,,0.0,,,M/S MOHAMMAD AFZAL MAGRAY,False
9353305,WASEEM AHMAD MALIK Under PMA,,0.0,,,WASEEM AHMAD MALIK,False
9321986,M/S  NEW WAVES Under PMA,,0.0,,Offline upload,M/S NEW WAVES,False
9321986,M/S ADARSH ENTER PRISES Under PMA,,0.0,,Offline upload,M/S ADARSH ENTER PRISES,False
9321986,M/S V. TEL MARKETIND AND COMMUNICATION Under PMA,,0.0,,Offline upload,M/S V. TEL MARKETIND AND COMMUNICATION,False
9358789,"M/S VERSHA ASSOCIATES, VARANASI Under PMA",L1,1014000.0,` 1014000.00,,"M/S VERSHA ASSOCIATES, VARANASI",False
9358789,TRIMURTI SUPPLIERS AND CONTRACTORS Under PMA,L2,1020000.0,` 1020000.00 (Bid Price),,TRIMURTI SUPPLIERS AND CONTRACTORS,False
9358789,POOJA ENTERPRISES Under PMA,L3,1080000.0,` 1080000.00 (Bid Price),,POOJA ENTERPRISES,False
9353780,"MA TARA ENTERPRISE (MSE,MII) Under PMA",L1,629661.02,` 629661.02,,MA TARA ENTERPRISE,False
9353780,"CMS TECHNO SERVICES (MSE,MII) Under PMA",L2,631288.14,` 631288.14,,CMS TECHNO SERVICES,False
9353780,"MICROMECH EQUIPMENTS (MSE,MII) Under PMA",L3,693200.0,` 693200.00,,MICROMECH EQUIPMENTS,False
9353780,"MODERN POWER ENGINEERING COMPANY (MSE,MII) Under PMA",L4,699090.0,` 699090.00,,MODERN POWER ENGINEERING COMPANY,False
9353780,THE MINING & ENGINEERING CORPORATION (MSE) Under PMA,L5,835593.22,` 835593.22,,THE MINING & ENGINEERING,False
9353780,"DURGAPUR CASTING & ALLIED PRODUCTS PVT LTD (MSE,MII) Under PMA",L6,949152.54,` 949152.54 (Bid Price),,DURGAPUR CASTING & ALLIED PRODUCTS,False
9353780,"HOWRAH STEEL & METALCRAFTS PRIVATE LIMITED (MSE,MII) Under PMA",L7,1647864.41,` 1647864.41 (Bid Price),,HOWRAH STEEL & METALCRAFTS,False
9358909,NTECNOVIC SOLUTIONS PRIVATE LIMITED Under PMA,L1,7787520.0,` 7787520.00,,NTECNOVIC SOLUTIONS,False
9358909,ADARSH ENTERPRISES Under PMA,L2,7802496.0,` 7802496.00,,ADARSH ENTERPRISES,False
9358909,AARU SECURE PRIVATE LIMITED Under PMA,L3,7817472.0,` 7817472.00,,AARU SECURE,False
9358909,RANA SON'S & COMPANY Under PMA,L4,7862400.0,` 7862400.00 (Bid Price),,RANA SON'S & COMPANY,False
9358750,"M/S SUBHADRA STEEL (MSE,MII) Under PMA",L1,2722684.0,` 2722684.00,,M/S SUBHADRA STEEL,False
9358750,"M/s JSB CONSTRUCTION (MSE,MII) Under PMA",L2,2750000.0,` 2750000.00 (Bid Price),,M/S JSB CONSTRUCTION,False
9358750,"M/S T.N.T. ENTERPRISES (MSE,MII) Under PMA",L3,2800000.0,` 2800000.00 (Bid Price),,M/S T.N.T. ENTERPRISES,False
9321604,DISTRICT SPORTS CENTER Under PMA,,0.0,,,DISTRICT SPORTS CENTER,False
9321604,M/S HARI OM ENTERPRISES GARUR Under PMA,,0.0,,,M/S HARI OM ENTERPRISES GARUR,False
9321604,SHRI HARI TRADERS Under PMA,,0.0,,,SHRI HARI TRADERS,False
9321502,JAY ENTERPRISES Under PMA,,0.0,,Offline upload,JAY ENTERPRISES,False
9321502,M. K. ENTERPRISES Under PMA,,0.0,,Offline upload,M. K. ENTERPRISES,False
9321502,MAA VAISHNO ENTERPRISES Under PMA,,0.0,,Offline upload,MAA VAISHNO ENTERPRISES,False
9358592,"SHRADHA CHEMIST (MSE,MII) Under PMA",L1,1079995.0,` 1079995.00,,SHRADHA CHEMIST,False
9358592,"PROMPT PHARMA (MSE,MII) Under PMA",L2,1081399.5,` 1081399.50,,PROMPT PHARMA,False
9358592,"MAHADEV ENTERPRISE (MSE,MII) Under PMA",L3,1101661.0,` 1101661.00,,MAHADEV ENTERPRISE,False
