bid_id,vendor_name,vendor_rank,vendor_price,price_raw,status_flag
9299495,M/s. GTB ENTERPRISES Under PMA,L1,110600.0,` 110600.00,
9299495,BHUVI TRANS LOGISTICS Under PMA,L2,110750.0,` 110750.00 (Bid Price),
9299495,DHAIRYA TOURS AND TRAVELS PRIVATE LIMITED Under PMA,L3,117400.0,` 117400.00 (Bid Price),
9262377,ASR INDUSTRIES Under PMA,,,,MSE
9262377,Central Under PMA,,,,MSE
9262377,DHRUVI ENTERPRISES Under PMA,,,,MSE
9262377,JRV CORPORATION Under PMA,,,,MSE
9262377,M/S MAKMONI ENTERPRISES Under PMA,,,,MSE
9262377,MOGAL TRADERS Under PMA,,,,MSE
9262377,NOVASTAR ENERGY CONSULTANTS PRIVATE LIMITED Under PMA,,,,MSE
9262377,RIYA OFFICE SOLUTIONS Under PMA,,,,MSE
9262377,SALINI ENTERPRISES Under PMA,,,,MSE
9262377,SHRIMAN NARAYAN ENTERPRISES Under PMA,,,,MSE
9262377,STAYSAFE SOLUTIONS PRIVATE LIMITED Under PMA,,,,MSE
9262377,VAISHNAVI ENTERPRISES Under PMA,,,,MSE
9204998,Anvi Enterprise Under PMA,,,,MII
9204998,"CHENNAI SUPPLY CO., Under PMA",,,,MII
9204998,ENGINEERS ENTERPRISES Under PMA,,,,MII
9204998,M/S RELIABLE OFFICE SUPPLIERS Under PMA,,,,MII
9204998,r s enterprises Under PMA,,,,MII
9204998,Raghav Merine Services and Supply Under PMA,,,,MII
9204998,S & S ENTERPRISES Under PMA,,,,MII
9204998,S F MARINE OFFSHORE AND INDUSTRIAL SUPPLY COMPANY Under PMA,,,,MII MSE
9204998,SHM Corporation Under PMA,,,,MII
9204998,Sivam Enterprises and Transporters Under PMA,,,,MII
9204998,SK GLOBAL SALES AND SERVICES Under PMA,,,,MII
9204998,SKP ENTERPRISES Under PMA,,,,MII
9204998,SWASTTIK ENTERPRISES Under PMA,,,,MII
9204998,VAIRYA ENTERPRISE Under PMA,,,,MII
9311237,xprint solutions (MII) Under PMA,L1,1356600.0,` 1356600.00,
9311237,ZUNOXSOLUTIONS (MII) Under PMA,L2,1358137.0,` 1358137.00,
9311237,TRICOM IMPRESS PRIVATE LIMITED (MII) Under PMA,L3,1499500.0,` 1499500.00 (Bid Price),
9311198,"Narula Sales Corp. (MSE,MII) Under PMA",L1,4882747.0,` 4882747.00,
9311198,"AHUJA TRADERS (MSE,MII) Under PMA",L2,4901969.0,` 4901969.00,
9311198,"Sonu Sales Corporation (MSE,MII) Under PMA",L3,4940149.0,` 4940149.00,
9311171,RAJAT BATTERIES (MII) Under PMA,L1,4975393.5,` 4975393.50,
9311171,AAA INNOVATIONS (MII) Under PMA,L2,4989113.0,` 4989113.00,
9311171,Nidhi Electronics (MII) Under PMA,L3,5064661.0,` 5064661.00 (Bid Price),
9311137,"GIGAMAC PRIVATE LIMITED (MSE,MII) Under PMA",L1,6730508.48,` 6730508.48,
9311137,SRI VENKATESWARA AEROSPACE PRIVATE LIMITED (MII) Under PMA,L2,11450000.0,` 11450000.00 (Bid Price),
9311137,ISGEC HEAVY ENGINEERING LIMITED (MII) Under PMA,L3,18000000.0,` 18000000.00 (Bid Price),
9311118,"RAJU SUPPLY SYNDICATE (MSE,MII) Under PMA",L1,4797880.0,` 4797880.00,
9311118,"SAMED PLASTICS (MSE,MII) Under PMA",L2,4868530.0,` 4868530.00,
9311118,"SUMMIT ENTERPRISES (MSE,MII) Under PMA",L3,4905550.0,` 4905550.00,
9311111,AMBALA MOTOR STORES Under PMA,L1,37212.0,` 37212.00,
9311111,ARORA TRADING CO Under PMA,L2,37252.0,` 37252.00 (Bid Price),
9311111,ACTISOURCE MARKETING Under PMA,L3,37845.0,` 37845.00 (Bid Price),
9311111,Mehar Enterprises Under PMA,L4,40884.0,` 40884.00 (Bid Price),
9311105,OM SALES (MII) Under PMA,L1,365773.73,` 365773.73,
9311105,INDIAN OIL CORPORATION LIMITED (MII) Under PMA,L2,370169.49,` 370169.49 (Bid Price),
9311100,JAY AMBE COMPANY (MII) Under PMA,L1,4900783.0,` 4900783.00,
9311100,MAX INDIA (MII) Under PMA,L2,5003850.0,` 5003850.00 (Bid Price),
9311100,JB AND SONS PRIVATE LIMITED (MII) Under PMA,L3,5035864.0,` 5035864.00 (Bid Price),
9311084,INDIAN OIL CORPORATION LIMITED (MII) Under PMA,L1,779491.53,` 779491.53,
9311084,HINDUSTAN PETROLEUM CORPORATION LIMITED (MII) Under PMA,L2,787500.0,` 787500.00 (Bid Price),
9311059,HINDUSTAN PETROLEUM CORPORATION LIMITED (MII) Under PMA,L1,1157100.0,` 1157100.00,
9311059,INDIAN OIL CORPORATION LIMITED (MII) Under PMA,L2,1393474.58,` 1393474.58 (Bid Price),
9311058,SREE BALAJI MEDICAL DISTRIBUTORS (MSE) Under PMA,L1,62821.0,` 62821.00,
9311058,M/S SINHA TRADERS (MSE) Under PMA,L2,62890.6,` 62890.60 (Bid Price),
9311058,K G NATH PHARMA AND SURGICALS (MSE) Under PMA,L3,71711.0,` 71711.00 (Bid Price),
9311058,POOJA SURGIMED (MSE) Under PMA,L4,79278.2,` 79278.20 (Bid Price),
9311058,FASTCARE PHARMA (MSE) Under PMA,L5,84484.0,` 84484.00 (Bid Price),
9311058,DILLIP PHARMACEUTICALS (MSE) Under PMA,L6,88790.6,` 88790.60 (Bid Price),
9311035,BHAT ASSOCIATE (MII) Under PMA,L1,2143200.0,` 2143200.00,
9311035,F.N COMBINES (MII) Under PMA,L2,2204000.0,` 2204000.00 (Bid Price),
9311035,M/S J.A.TRADING COMPANY (MII) Under PMA,L3,2219200.0,` 2219200.00 (Bid Price),
9310873,"B.K. AGENCIES PRIVATE LIMITED (MSE,MII) Under PMA",L1,1099453.4,` 1099453.40,
9310873,"A.V. TRADE VENTURES (MSE,MII) Under PMA",L2,1503096.6,` 1503096.60 (Bid Price),
9310873,"SRIDHAR AGENCIES (MSE,MII) Under PMA",L3,1655451.0,` 1655451.00 (Bid Price),
9310977,BALAJI ENTERPRISES (MII) Under PMA,L1,296000.0,` 296000.00,
9310977,PROWIDE TRADING COMPANY (MII) Under PMA,L2,296400.0,` 296400.00,
9310977,R.B ENTERPRISES (MII) Under PMA,L3,300767.0,` 300767.00,
9310977,GLOBAL CRYSTAL IT SOLUTIONS PRIVATE LIMITED (MII) Under PMA,L4,324326.0,` 324326.00 (Bid Price),
9310977,M/S R J DOT COM (MII) Under PMA,L5,352200.0,` 352200.00 (Bid Price),
9310943,SUDEEP ENGINEERS (MSE) Under PMA,L1,4674500.0,` 4674500.00,
9310943,MOHAN ART (MSE) Under PMA,L2,4902739.6,` 4902739.60,
9282317,ARIHANT ENTERPRISE Under PMA,,,,N/A
9282317,AVCOM NETWORK TECHNOLOGIES Under PMA,,,,N/A
9282317,BANDHU4U SERVICES PRIVATE LIMITED Under PMA,,,,N/A
9282317,DATAMINI TECHNOLOGIES (INDIA) LIMITED Under PMA,,,,MSE
9282317,DIGITECH ELECTRONIC SYSTEMS PRIVATE LIMITED Under PMA,,,,N/A
9282317,ESWAR ENTERPRISES Under PMA,,,,N/A
9282317,KRSN INFOSOLUTIONS PRIVATE LIMITED Under PMA,,,,N/A
9282317,ORISENC TECHNOLOGIES PRIVATE LIMITED Under PMA,,,,N/A
9282317,PC IT SYSTEMS PRIVATE LIMITED Under PMA,,,,N/A
9282317,PIXCEL SQUARE TECHNOLOGIES LLP Under PMA,,,,N/A
9282317,SATNAM ENTERPRISES Under PMA,,,,N/A
9282317,SOFTRONIX DIGITAL PRIVATE LIMITED Under PMA,,,,N/A
9282317,TRIANGLE SYSCOM PVT LTD Under PMA,,,,N/A
9282229,DEVYANSH INFRA TECHNOLOGY Under PMA,,,,MSE
9282229,KHANNA TRADER Under PMA,,,,MSE
9282229,S K TRADERS Under PMA,,,,MSE
