bid_id,vendor_name,vendor_rank,vendor_price,price_raw,status_flag
9297358,M/S J.S.TRADERS Under PMA,,,,MSE
9297358,M/S R.S ASSOCIATE Under PMA,,,,MSE
9297358,Narendra Motors (Regd) Under PMA,,,,MSE
9297270,M/S GOPI ENTERPRISES Under PMA,,,,Offline upload
9297270,SHRESTH ENTERPRISES Under PMA,,,,Offline upload
9297270,SHUBH ENTERPRISES Under PMA,,,,Offline upload
9299500,NAGRA TRADERS Under PMA,,,,MII MSE
9299500,NAVNEET ENTERPRISES Under PMA,,,,MII MSE
9299500,ONKAR ENTERPRISES Under PMA,,,,MII MSE
9299256,FAIR DEAL TRADERS Under PMA,,,,MSE
9299256,M/S VINTAGE SALES CORPORATION Under PMA,,,,MSE
9299256,SAVLAL ENTERPRISES Under PMA,,,,MSE
9297236,G. H. ENTERPRISES Under PMA,,,,Offline upload
9297236,M/S SHUBHAM CONSTRUCTION COMPANY Under PMA,,,,Offline upload
9297236,PR ASSOCIATES Under PMA,,,,Offline upload
9296635,ANKITA ELECTRONICS PRIVATE LIMITED Under PMA,,,,N/A
9296635,Lemark computers Under PMA,,,,N/A
9296635,SHREEKAR ENTERPRISES Under PMA,,,,N/A
9296635,SHRINIDHI COMPUTERS PRIVATE LIMITED Under PMA,,,,N/A
9230280,GOPAL SALES Under PMA,,,,N/A
9230280,OM REFRIGERATION Under PMA,,,,N/A
9230280,ONEIRIC APPLIANCES PRIVATE LIMITED Under PMA,,,,MSE
9230280,S D SALES Under PMA,,,,N/A
9261883,AK INFOTECH AND MANPOWER CONSULTANCY Under PMA,,,,MSE
9261883,ASY TECHNOLOGIES Under PMA,,,,Central / State PSUs
9261883,BALAJI VENTURES Under PMA,,,,Registered with designated Agency / Authority
9261883,CS DATAMATION RESEARCH SERVICES PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,ISWARYAM CORPORATION Under PMA,,,,Registered with designated Agency / Authority
9261883,J K ENTERPRISES Under PMA,,,,Registered with designated Agency / Authority
9261883,KHAGAUL DATA SOLUTION Under PMA,,,,Registered with designated Agency / Authority
9261883,KLABS TECHNOLOGY AND SOLUTIONS PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,MAPLES CODING & IMAGING SOLUTION Under PMA,,,,Registered with designated Agency / Authority
9261883,MICROAPPS SOFTWARE PRIVATE LIMITED Under PMA,,,,Start-up
9261883,MMH GLOBAL (INDIA) PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,NEXARA SOFT PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,NISARGA INFORMATION TECHNOLOGY SOLUTIONS PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,SAIKUMAR ENTERPRISES Under PMA,,,,Registered with designated Agency / Authority
9261883,SHOPSKY STORE PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,SOMTECH COMPUTER Under PMA,,,,Registered with designated Agency / Authority
9261883,T.R.S.FORMS & SERVICES PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,TECHBETS INFOTECH PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9261883,TRIVIDA PRIVATE LIMITED Under PMA,,,,Start-up
9261883,UCS BUSINESS SOLUTIONS PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9260468,KHAN TRADERS Under PMA,,,,MII MSE
9260468,OCEAN ENTERPRISES Under PMA,,,,MII MSE
9260468,SHABIR TRADING CORPRATION Under PMA,,,,MII MSE
9326863,CHHUNNA Under PMA,,,,N/A
9326863,M/S BHALENDRA CATTERS Under PMA,,,,N/A
9326863,THE KALIKA HUT Under PMA,,,,N/A
9332405,"VIDHIT ENTERPRISES (MSE,MII) Under PMA",L1,947749.6,` 947749.60,
9332405,"Priyanshi enterprises (MSE,MII) Under PMA",L2,1085699.8,` 1085699.80 (Bid Price),
9332405,"GANGSHYAM DASS & CO. (MSE,MII) Under PMA",L3,1430633.0,` 1430633.00 (Bid Price),
9332401,"AHUJA TRADERS (MSE,MII) Under PMA",L1,903072.0,` 903072.00,
9332401,"SUPREME MOTORS (MSE,MII) Under PMA",L2,994010.0,` 994010.00,
9332401,"Narula Sales Corp. (MSE,MII) Under PMA",L3,1010925.0,` 1010925.00,
9332367,"M/S BASANTAR ENTERPRISES (MSE,MII) Under PMA",L1,874321.0,` 874321.00,
9332367,"TUSKER ENTERPRISES (MSE,MII) Under PMA",L2,948650.0,` 948650.00,
9332367,"BHARTIYA ENTERPRISES (MSE,MII) Under PMA",L3,951789.0,` 951789.00 (Bid Price),
9332358,MUKESH TRADING CO. Under PMA,L1,197802.0,` 197802.00,
9332358,Rashmi Enterprise Under PMA,L2,198000.0,` 198000.00 (Bid Price),
9332358,R K ENTERPRISES Under PMA,L3,286000.0,` 286000.00 (Bid Price),
9332358,SHREEJI TRADERS Under PMA,L4,302500.0,` 302500.00 (Bid Price),
9282159,DEEPAK CONTRACTOR AND SUPPLIERS Under PMA,,,,MSE
9282159,M R SALES CORPORATION Under PMA,,,,MSE
9282159,M/S TRADE VISTA Under PMA,,,,N/A
9282159,Mittal Enterprises Under PMA,,,,MSE
9282159,SANGHU ENERGY SAVING SYSTEMS PRIVATE LIMITED Under PMA,,,,MSE
9282159,SHARMA ENTERPRISES Under PMA,,,,MSE
9282159,VEENA ENTERPRISES Under PMA,,,,MSE
9292241,ASQUARE FOOD & BEVERAGES PRIVATE LIMITED Under PMA,,,,MSE
9292241,DHARATAL FLORA LLP Under PMA,,,,MSE
9292241,Everl India LLP Under PMA,,,,MSE
9292241,INTRAXIS SPICES PRIVATE LIMITED Under PMA,,,,MSE
9292241,ND SPICES PRIVATE LIMITED Under PMA,,,,MSE
9292241,NOVASTAR ENERGY CONSULTANTS PRIVATE LIMITED Under PMA,,,,MSE
9292241,SHRI GANAPATI ENTERPRISE Under PMA,,,,MSE
9292241,TIRUPATI BALAJI STORES Under PMA,,,,MSE
9289374,BHARTIYA ENTERPRISES Under PMA,,,,MII MSE
9289374,DHARATAL FLORA LLP Under PMA,,,,MII MSE
9289374,HILTON AGRO FOODS PRIVATE LIMITED Under PMA,,,,MII MSE
9289374,HIMALAYA EXTRUSION LIMITED Under PMA,,,,MII MSE
9289374,KIVI SOLUTIONS Under PMA,,,,MII MSE
9289374,ND SPICES PRIVATE LIMITED Under PMA,,,,MII MSE
9289374,NOVASTAR ENERGY CONSULTANTS PRIVATE LIMITED Under PMA,,,,MII MSE
9289374,UG ENTERPRISES Under PMA,,,,MII MSE
9289374,ushashi enterprises Under PMA,,,,MII MSE
