bid_id,vendor_name,vendor_rank,vendor_price,price_raw,status_flag
9270557,BRIGHT COMPLETE SERVICES Under PMA,,,,Offline upload
9270557,NAKSHATRA TECHNOHUB INDIA PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9270557,POSITIVE SHINE GLOBAL GROUP Under PMA,,,,Offline upload
9270557,Techxpert Under PMA,,,,Registered with designated Agency / Authority
9270557,TRUE WINS COMPANY Under PMA,,,,Offline upload
9270331,BAYNEE INDUSTRIES Under PMA,,,,Registered with designated Agency / Authority
9270331,BRIGHT COMPLETE SERVICES Under PMA,,,,Offline upload
9270331,POSITIVE SHINE GLOBAL GROUP Under PMA,,,,Offline upload
9270331,TRUE WINS COMPANY Under PMA,,,,Offline upload
9270227,AMARDEEP STEEL CENTRE LLP Under PMA,,,,N/A
9270227,ANAND SEAMLESS LIMITED Under PMA,,,,MSE
9270227,ASHOK METAL & TUBE Under PMA,,,,N/A
9270227,DINESH TUBE (INDIA) Under PMA,,,,N/A
9270227,FERRUM TUBES PRIVATE LIMITED Under PMA,,,,MSE
9270227,GLOBAL SEAMLESS TUBES & PIPES PRIVATE LIMITED Under PMA,,,,N/A
9270227,HINDUSTAN PIPE FITTING CO Under PMA,,,,MSE
9270227,Nagardas Kanji Shah Under PMA,,,,N/A
9270227,NITRON ALLOYS OVERSEAS Under PMA,,,,N/A
9270227,PUSHPAK STEEL &  ENGINEERING CO Under PMA,,,,N/A
9270227,SCORODITE STAINLESS INDIA PRIVATE LIMITED. Under PMA,,,,MSE
9270227,SURAJ LIMITED Under PMA,,,,N/A
9268615,AADVITA INTEGRATED SOLUTIONS Under PMA,,,,MSE
9268615,AARYA PROTECTION FORCE Under PMA,,,,MSE
9268615,AASTHA SECURITY SERVICES Under PMA,,,,MSE
9268615,ACTIVE PROTECTION SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,ADARSH SECURITY SERVICES Under PMA,,,,N/A
9268615,AKHYA SECURITY SERVICES Under PMA,,,,MSE
9268615,ALPHA MANPOWER SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,ARP Services Under PMA,,,,MSE
9268615,AWADH SECURITY SERVICES PRIVATE LIMITED Under PMA,,,,N/A
9268615,BAL SURAKSHA Under PMA,,,,MSE
9268615,BRAVE SECURITY AND INTEGRITY(PROP MALAY DAS) Under PMA,,,,MSE
9268615,CUSTODIAN CORPORATE SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,DPOLLS WEB SOLUTIONS PRIVATE LIMITED Under PMA,,,,MSE
9268615,DPRANSH SECURITY SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,DRIVYA SECURITY AND INTEGRATED SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,FORGEFRONT SECURITY PRIVATE LIMITED Under PMA,,,,MSE
9268615,GALAXY SECURITY AND ALLIED SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,GLOBAL FORCE MANAGEMENT SERVICES PRIVATE LIMITED Under PMA,,,,N/A
9268615,GRIPPED SERVICES INDIA PRIVATE LIMITED Under PMA,,,,MSE
9268615,HARE KRISHNA FACILITY SERVICES Under PMA,,,,MSE
9268615,HAWKS INTERNATIONAL SECURITY SERVICES Under PMA,,,,MSE
9268615,HRD COMMERCIAL & INDUSTRIAL SECURITY FORCE PRIVATE LIMITED Under PMA,,,,MSE
9268615,Indian Infotech Under PMA,,,,MSE
9268615,J K ENTERPRISES Under PMA,,,,MSE
9268615,JAI BHOLENATH SERVICES Under PMA,,,,MSE
9268615,JAI DURGA SHAKTI SERVICES Under PMA,,,,MSE
9268615,JAI HIND SECURITY SERVICES Under PMA,,,,MSE
9268615,JEET ALERT SECURITY SERVICE Under PMA,,,,MSE
9268615,Jupiter Infracon Ass ociates Enterprise Under PMA,,,,MSE
9268615,Kanishk Enterprises Under PMA,,,,MSE
9268615,KDS INTERNATIONAL PRIVATE LIMITED Under PMA,,,,MSE
9268615,KHUSHBOO SECURITY SERVICE (PVT) Under PMA,,,,MSE
9268615,KING GUARD FORCE SECURITY Under PMA,,,,N/A
9268615,KSHATRIYA SECURORS Under PMA,,,,MSE
9268615,LAND CRAPT PRIVATE LIMITED Under PMA,,,,N/A
9268615,LION SECURITY SERVICES Under PMA,,,,N/A
9268615,LORD KRISHNA SECURITY AND SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,M/S AWADH GROUP Under PMA,,,,N/A
9268615,M/S DURGA SECURITIES & SERVICES Under PMA,,,,MSE
9268615,M/S-SUNFLOWER SECURITY SERVICES Under PMA,,,,MSE
9268615,mass advanced staffing services Under PMA,,,,MSE
9268615,NEW EAGLE SECURITY SERVICE Under PMA,,,,MSE
9268615,NEXT LEVEL SECURITY PRIVATE LIMITED Under PMA,,,,MSE
9268615,PARUL SECURITY SERVICE Under PMA,,,,N/A
9268615,PLUS 360 FAHRENHEIT SOLUTIONS PRIVATE LIMITED Under PMA,,,,MSE
9268615,POORV SAINIK SECURITY SERVICE Under PMA,,,,MSE
9268615,PREMIUM ALFA SECURITY AND FACILITIES PRIVATE LIMITED Under PMA,,,,MSE
9268615,PSIS SECURITY & MANAGEMENT SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,RAJIV KUMAR SRIVASTAVA SECURITY AGENCY Under PMA,,,,MSE
9268615,RAPID SERVICES AGENCY Under PMA,,,,N/A
9268615,RED GUARDS CONSULTANT PRIVATE LIMITED Under PMA,,,,MSE
9268615,REKHA CORPORATION Under PMA,,,,MSE
9268615,RIS MANAGEMENT PRIVATE LIMITED Under PMA,,,,MSE
9268615,ROYAL INDIA SECURITAUS LIMITED Under PMA,,,,MSE
9268615,ROYAL SECURITY SERVICES Under PMA,,,,MSE
9268615,SAINDIA RESOURCES PRIVATE LIMITED Under PMA,,,,MSE
9268615,SAMANTHA SECURITY AND INTELLIGENCE SERVICES Under PMA,,,,MSE
9268615,SAMARTHAM SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,SAMRAT SECURITY SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,SATTYEMEE SECURITY SERVICE Under PMA,,,,MSE
9268615,SBS SECURITAS PRIVATE LIMITED Under PMA,,,,MSE
9268615,SEAL FORCE SECURITY AGENCY AND ALLIED SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9268615,SHREE KAMAL INDUSTRIAL SERVICES Under PMA,,,,MSE
9268615,SIDHESHWAR SECURITY SERVICES Under PMA,,,,N/A
9268615,SMART SECURITY OF INDIA Under PMA,,,,N/A
9268615,SSS SECURITY FORCE (OPC) PRIVATE LIMITED Under PMA,,,,MSE
9268615,SUDHA ENTERPRISES Under PMA,,,,MSE
9268615,SVIAN SECURITY PRIVATE LIMITED Under PMA,,,,N/A
9268615,TANU SHREE MENPOWER SERVICE Under PMA,,,,MSE
9268615,THIRD EYE SECURITY GUARDING PRIVATE LIMITED Under PMA,,,,N/A
9268615,Thirumal Facilities Service Under PMA,,,,MSE
9268615,TIGER SECURITY SERVICES Under PMA,,,,MSE
9268615,Ujjwal common service center Under PMA,,,,MSE
9268615,UNIFIED MANAGEMENT PRIVATE LIMITED Under PMA,,,,MSE
9268615,UNIQUE SECURITY SERVICES Under PMA,,,,MSE
9268615,Warriors Security And Manpower Solution Services Under PMA,,,,MSE
9268491,DS CORPORATE SOLUTIONS Under PMA,,,,N/A
9268491,ESS KAY HOME CARE Under PMA,,,,MSE
9268491,G 1 CARE PHARMA (INDIA) PRIVATE LIMITED Under PMA,,,,N/A
9268491,Keltkart Under PMA,,,,MSE
9268491,LAXMI SANGAM ENTERPRISES Under PMA,,,,MSE
9268491,M/s KAPILASH PATTNAYAK Under PMA,,,,MSE
9268491,M/S PRAVATI ENTERPRISES Under PMA,,,,MSE
9268491,M/s Ziyon Enterprise Under PMA,,,,MSE
9268491,PARAMBRAHMA ENTERPRISERS Under PMA,,,,MSE
9268491,ROJALIN ENTERPRISE Under PMA,,,,MSE
9268491,SINGH DIE CHEM Under PMA,,,,MSE
9268491,UM Marketing Under PMA,,,,MSE
9222185,Chemicals and Allied Products Under PMA,,,,MSE
9222185,MOON ENTERPRISES Under PMA,,,,N/A
9222185,S.B.TRADERS Under PMA,,,,N/A
9222185,SAURABH AGRO CHEMICALS Under PMA,,,,MSE
9222185,SHYAM INDUSTRIES Under PMA,,,,N/A
9222185,YESELL CROPS CARE Under PMA,,,,MSE
9295333,JBT FOAMS PRIVATE LIMITED Under PMA,,,,MSE
9295333,M/s Krishna Under PMA,,,,N/A
9295333,NEERAJ CORPORATION Under PMA,,,,N/A
9295333,RADHA RAMAN TEXO FAB Under PMA,,,,N/A
9295333,RAKSHITA ENTERPRISE Under PMA,,,,N/A
9295333,S.S.SURGICALS Under PMA,,,,N/A
9295333,SHIVAYA Under PMA,,,,N/A
9295333,SURESH TRADERS Under PMA,,,,N/A
9255941,DD INTERNATIONAL CORPORATION Under PMA,,,,Registered with designated Agency / Authority
9255941,SANJAY COMMUNICATIONS Under PMA,,,,Registered with designated Agency / Authority
9255941,VIRTUAL CRYSTAL MULTITRADE PRIVATE LIMITED Under PMA,,,,Registered with designated Agency / Authority
9255866,anuj cable Under PMA,,,,Registered with designated Agency / Authority
9255866,AXELON INDUSTRIES Under PMA,,,,BIS License
9255866,BALAJI CABLE INDUSTRIES Under PMA,,,,BIS License
9255866,DEALCRAFT CORPORATION Under PMA,,,,Registered with designated Agency / Authority
9255866,DIVAM ENTERPRISES Under PMA,,,,BIS License
9255866,HITECH POWER ENTERPRISES Under PMA,,,,BIS License
9255866,PARAGON CABLE CORPORATION Under PMA,,,,BIS License
9255866,RELEMAC TECHNOLOGIES PRIVATE LIMITED Under PMA,,,,BIS License
9255866,SAKAMBHARI ENTERPRISES Under PMA,,,,BIS License
9255866,Shikha Enterprises Under PMA,,,,Offline upload
9255866,shree bhagwati cables Under PMA,,,,BIS License
9255866,SINGLA CABLE INDUSTRIES Under PMA,,,,BIS License
9255866,SRINI LINK Under PMA,,,,BIS License
9255866,YES CELEBRATION Under PMA,,,,Vendor Assessed
9255681,A M PROJECT AND MANAGEMENT SERVICES (OPC) PRIVATE LIMITED Under PMA,,,,MSE
9255681,A1 SERVICES Under PMA,,,,MSE
9255681,AADESH ENTERPRISE Under PMA,,,,MSE
9255681,AADITYA ENTERPRISE Under PMA,,,,MSE
9255681,AASTHA ENTERPRISE Under PMA,,,,N/A
9255681,ABHAY ENTERPRISE Under PMA,,,,MSE
9255681,Absolute Agency Under PMA,,,,MSE
9255681,ALAKH ENTERPRISE Under PMA,,,,MSE
9255681,ALPHA ASSOCIATE Under PMA,,,,MSE
9255681,ALPHASHIELD SECURITY PRIVATE LIMITED Under PMA,,,,MSE
9255681,APS ENTERPRISE Under PMA,,,,MSE
9255681,AQUIRE CORPORATION Under PMA,,,,MSE
