bid_id,vendor_name,vendor_rank,vendor_price,price_raw,status_flag
9288732,A.R ENTERPRISES Under PMA,,,,MSE
9288732,BHARAT ENTERPRISES Under PMA,,,,MSE
9288732,Vishvakarma Motor Garrage Under PMA,,,,MSE
9288730,K K ENTERPRISES Under PMA,,,,MII MSE
9288730,KASANA ENTERPRISES Under PMA,,,,MII MSE
9288730,Pooja Traders Under PMA,,,,MII MSE
9288718,BRISK OLIVE BUSINESS SOLUTIONS PRIVATE LIMITED Under PMA,,,,N/A
9288718,FLUENT POWER AND CONTROL ELECTRIC PRIVATE LIMITED Under PMA,,,,MSE
9288718,M/S DIVYANSHU AGRICULTURE Under PMA,,,,N/A
9288718,M/S VANDANA SINGH Under PMA,,,,N/A
9288718,NAV BHARAT ENTERPRISES Under PMA,,,,N/A
9288718,RANRAJ SOLAR PRIVATE LIMITED Under PMA,,,,N/A
9288718,RENEWAGRI OM ECOMMERCE PRIVATE LIMITED Under PMA,,,,MSE
9288718,RJ SOLAR Under PMA,,,,MSE
9288718,SONSHIV INDUSTRIES PRIVATE LIMITED Under PMA,,,,MSE
9288703,AEVITAS PROCUREMENT SERVICE PRIVATE LIMITED Under PMA,,,,N/A
9288703,GODREJ AND BOYCE MANUFACTURING COMPANY LIMITED Under PMA,,,,N/A
9288703,MYG INDIA PRIVATE LIMITED Under PMA,,,,N/A
9288623,COPIER SOLUTION Under PMA,,,,MSE
9288623,ICARE IT SOLUTIONS Under PMA,,,,MSE
9288623,Nr Computers Under PMA,,,,MSE
9288623,RADHA LAXMI ENTERPRISE Under PMA,,,,MSE
9288623,VARDHMAN COMPUTER AND PERIPHERAL Under PMA,,,,MSE
9288382,AXISCAL INSTRUMENTS PRIVATE LIMITED Under PMA,,,,MSE
9288382,ELECTRO METER CORPORATION Under PMA,,,,N/A
9288382,ESSJAY TECHNOMEASURE PRIVATE LIMITED. Under PMA,,,,MSE
9288382,KL TECHNOLOGY SOLUTIONS Under PMA,,,,N/A
9288382,PRECISION INSTRUMENTATION AND SERVICES PRIVATE LIMITED Under PMA,,,,MSE
9288382,RELIABLE TECHNICAL SERVICES Under PMA,,,,MSE
9288382,STICS CALIBRATION PRIVATE LIMITED Under PMA,,,,MSE
9288320,BHARAT ICT PRIVATE LIMITED Under PMA,,,,MSE
9288320,MEHTA ASSOCIATES Under PMA,,,,N/A
9288320,SHAH SALES CORPORATION Under PMA,,,,N/A
9288320,SILVER AUTO SALES Under PMA,,,,N/A
9287838,ARMS PERIPHERALS Under PMA,,,,N/A
9287838,KAIZEN SOLUTIONS Under PMA,,,,N/A
9287838,MICROWORLD INFOSOL PRIVATE LIMITED Under PMA,,,,N/A
9287838,MM9 INFORMATION TECHNOLOGIES PRIVATE LIMITED Under PMA,,,,N/A
9287838,MV INFOTECH INDIA Under PMA,,,,N/A
9284422,GWALIOR AUTOMOBILE Under PMA,,,,MSE
9284422,MOHAN MOTORS Under PMA,,,,MSE
9284422,SWASTIK ENTERPRISES Under PMA,,,,MSE
9268311,AVANI ENTERPRISES Under PMA,,,,MSE
9268311,KHEM RAM PREM PARKASH Under PMA,,,,MSE
9268311,LADLI JOO ENTERPRISES Under PMA,,,,MSE
9268311,LEOTAHUB Under PMA,,,,MSE
9268311,MAA INTERIORS Under PMA,,,,MSE
9268311,Mahakal international Global Under PMA,,,,MSE
9268311,VRISHHANK OVERSEAS Under PMA,,,,MSE
9323136,INTELLECT SUPPLY Under PMA,L1,28332.5,` 28332.50,
9323136,M/S  A R K ELECTRICALS Under PMA,L2,28380.0,` 28380.00 (Bid Price),
9323136,Insight Saket Enterprises Under PMA,L3,46204.0,` 46204.00 (Bid Price),
9323136,SAMIR BOOK STALL (MSE) Under PMA,L4,50700.0,` 50700.00 (Bid Price),
9323136,Sri Amman Enterprises Under PMA,L5,56860.0,` 56860.00 (Bid Price),
9323136,SG ENTERPRISE Under PMA,L6,57252.5,` 57252.50 (Bid Price),
9323136,mom services Under PMA,L7,59142.0,` 59142.00 (Bid Price),
9323136,MOGAL TRADERS Under PMA,L8,65996.0,` 65996.00 (Bid Price),
9323136,JM ENTERPRISES Under PMA,L9,198215.0,` 198215.00 (Bid Price),
9323086,"PUNJAB TRUNK-HOUSE (MSE,MII) Under PMA",L1,7709140.0,` 7709140.00,
9323086,VERMA IRON TRADERS (MII) Under PMA,L2,7780208.0,` 7780208.00,
9323086,VERDEX OFFICE FURNITURES (MII) Under PMA,L3,9472000.0,` 9472000.00 (Bid Price),
9323062,SABARI  ASSOCIATES (MII) Under PMA,L1,9990708.0,` 9990708.00,
9323062,VEER IMPEX (MII) Under PMA,L2,11754561.0,` 11754561.00,
9323062,KALYANI ENTERPRISES (MII) Under PMA,L3,11767938.0,` 11767938.00,
9322955,"KUSHWAHA ENTERPRISES (MSE,MII) Under PMA",L1,5816315.0,` 5816315.00,
9322955,"Ashoka Furniture (MSE,MII) Under PMA",L2,5835880.0,` 5835880.00,
9322955,"JAISCO INDUSTRIES (MSE,MII) Under PMA",L3,5842950.0,` 5842950.00,
9322955,"M/S S V SONS (MSE,MII) Under PMA",L4,5881480.0,` 5881480.00 (Bid Price),
9322955,"ANAND CONSTRUCTION (MSE,MII) Under PMA",L5,5883106.0,` 5883106.00 (Bid Price),
9322955,"SUPREME BUILDERS (MSE,MII) Under PMA",L6,5885260.0,` 5885260.00 (Bid Price),
9322955,"KASTURILAL HARICHAND OHRI AND SONS (MSE,MII) Under PMA",L7,5886672.0,` 5886672.00 (Bid Price),
9322923,SHRI RAM TOUR & TRAVELS Under PMA,L1,462000.0,` 462000.00,
9322923,HAPPY ENTERPRISES Under PMA,L2,465876.0,` 465876.00 (Bid Price),
9322920,ATVI COMPUTECH PRIVATE LIMITED Under PMA,L1,19320000.0,` 19320000.00,
9322920,Rajasthan Network Solutions Under PMA,L2,19360000.0,` 19360000.00,
9322920,HARSYS TECHNOLOGY PRIVATE LIMITED Under PMA,L3,19760000.0,` 19760000.00,
9322852,SIDDHIVINAYAK TRADERS (MII) Under PMA,L1,5972824.0,` 5972824.00,
9322852,SAI ENTERPRISES (MII) Under PMA,L2,8263211.0,` 8263211.00 (Bid Price),
9322852,JB AND SONS PRIVATE LIMITED (MII) Under PMA,L3,8356238.0,` 8356238.00 (Bid Price),
9322809,"FOGGERS INDIA PRIVATE LIMITED (MSE,MII) Under PMA",L1,176820.0,` 176820.00,
9322809,"seven star trading company (MSE,MII) Under PMA",L2,234000.0,` 234000.00 (Bid Price),
9322472,"Maheswari Salt Trading Co (MSE,MII) Under PMA",L1,72800.0,` 72800.00,
9322472,DNV FOOD PRODUCTS LIMITED (MII) Under PMA,L2,76000.0,` 76000.00,
9322472,TELANGANA TRADING CO (MII) Under PMA,L3,144000.0,` 144000.00 (Bid Price),
9321709,Gupta Auto Works (MII) Under PMA,L1,864896.0,` 864896.00,
9321709,LALIMA TRADING CO (MII) Under PMA,L2,882345.0,` 882345.00 (Bid Price),
9321709,SUMEET AGENCIES (MII) Under PMA,L3,891465.0,` 891465.00 (Bid Price),
9321709,ATRI TRADING CORP. (MII) Under PMA,L4,934370.0,` 934370.00 (Bid Price),
9317206,DIGITECH SERVICES Under PMA,L1,499820.0,` 499820.00,
9317206,RICHA INFO SYSTEMS LIMITED Under PMA,L2,506222.0,` 506222.00,
9317206,RISING INFOTECH Under PMA,L3,516000.0,` 516000.00,
9322343,MILL STORES TRADING COMPANY Under PMA,L1,189830.51,` 189830.51,
9322343,GANDHI ABRASIVES CORPORATION Under PMA,L2,288983.05,` 288983.05 (Bid Price),
9322336,NEHA ENTERPRISES (MII) Under PMA,L1,914434.0,` 914434.00,
9322336,Sewa Trading Company (MII) Under PMA,L2,955210.0,` 955210.00 (Bid Price),
9322336,KANHA ENTERPRISES (MII) Under PMA,L3,965434.0,` 965434.00 (Bid Price),
9322275,RAJ PRINTERS Under PMA,L1,286329.4,` 286329.40,
9322275,VEE KAY PRINTERS Under PMA,L2,590666.0,` 590666.00 (Bid Price),
9322275,ANNAI OFFSET PRINTERS Under PMA,L3,863319.0,` 863319.00 (Bid Price),
9303417,DEEPAK GENERAL STORE Under PMA,,,,N/A
9303417,JASDEEP TRADERS & GENERAL STORE Under PMA,,,,N/A
9303417,RIDHIMA ENTERPRISES Under PMA,,,,N/A
9308225,MARUDHAR POLYSACKS PRIVATE LIMITED Under PMA,,,,MII MSE
9308225,N.P. AGRO (INDIA) INDUSTRIES PRIVATE LIMITED Under PMA,,,,MII
9308225,NEELKAMAL POLYTEX INDUSTRIES PRIVATE LIMITED Under PMA,,,,MII
9308225,NORTH EAST GRANULATORS Under PMA,,,,MII MSE
9308225,RDA POLYFAB LLP Under PMA,,,,MII MSE
9249799,AMEET KUMAR Under PMA,,,,Registered with designated Agency / Authority
9249799,M/S RIDDHIMA ENTERPRISES Under PMA,,,,Registered with designated Agency / Authority
9249799,PANKAJ RAI Under PMA,,,,Registered with designated Agency / Authority
9249799,RAGHURAVI INFRA SERVICES PRIVATE LIMITED Under PMA,,,,Start-up
9249799,SUNIL KUMAR Under PMA,,,,Registered with designated Agency / Authority
9249799,SUNITA SINGH Under PMA,,,,Registered with designated Agency / Authority
9249563,DREAM SOLUTION Under PMA,,,,MII
9249563,K K ENTERPRISE Under PMA,,,,MII
9249563,M K TRADERS Under PMA,,,,MII
9290243,BALMER LAWRIE AND COMPANY LIMITED Under PMA,,,,N/A
9288500,NAWBHARAT TRADE AGENCY Under PMA,,,,MSE
9288500,NEXUS INDIA Under PMA,,,,MSE
9288500,SWATI ENTERPRISE Under PMA,,,,MSE
9288454,MEHTA ASSOCIATES Under PMA,,,,N/A
9288454,SHAH SALES CORPORATION Under PMA,,,,N/A
9288426,ANU TRADING Under PMA,,,,MSE
9288426,N S TRADERS Under PMA,,,,MSE
9288426,NATIONAL TRADING COMPANY Under PMA,,,,N/A
