bid_id,vendor_name,vendor_rank,vendor_price,price_raw,status_flag
9303649,SHREE SHYAM ENTERPRISES Under PMA,L1,3619480.0,` 3619480.00,
9303649,SAI ENTERPRISES Under PMA,L2,3741700.0,` 3741700.00 (Bid Price),
9303641,SAI ENTERPRISES Under PMA,L1,996000.0,` 996000.00,
9303641,SHREE SHYAM ENTERPRISES Under PMA,L2,1060000.0,` 1060000.00 (Bid Price),
9303525,WAIDHAN ENGINEERING & INDUSTRIES PVT LTD Under PMA,L1,6169485.77,` 6169485.77,
9303525,M S TRADERS Under PMA,L2,7289993.21,` 7289993.21 (Bid Price),
9303525,CHANDA & CO (ENGINEERING) PVT LTD Under PMA,L3,8950000.0,` 8950000.00 (Bid Price),
9260501,KHAN TRADERS Under PMA,,,,MSE
9260501,OCEAN ENTERPRISES Under PMA,,,,MSE
9260501,SHABIR TRADING CORPRATION Under PMA,,,,MSE
9219434,INTERNATIONAL GAS AGENCY REFRIGERATION Under PMA,,,,Vendor Assessed
9219434,United Motorcycles Under PMA,,,,Vendor Assessed
9219434,Vinayak Business and Home Solutions Under PMA,,,,Vendor Assessed
9253787,VEMBUSONS Under PMA,,,,MII
9236658,Alka Enterprises Under PMA,,,,MSE
9236658,BHARTIYA SAHKARITA SANSTHA MARYADIT Under PMA,,,,MSE
9236658,DPRANSH HEALTHCARE PRIVATE LIMITED Under PMA,,,,MSE
9236658,DS CORPORATE SOLUTIONS Under PMA,,,,N/A
9236658,ESS KAY HOME CARE Under PMA,,,,MSE
9236658,EXPRESS ENTERPRISES Under PMA,,,,MSE
9236658,GM PROCUREMENT SOLUTIONS Under PMA,,,,MSE
9236658,JASH ENTERPRISES Under PMA,,,,MSE
9236658,KBC ENTERPRISES Under PMA,,,,N/A
9236658,KRISH ENTERPRISE Under PMA,,,,MSE
9236658,KRISHNA STATIONERY & XEROX Under PMA,,,,MSE
9236658,M K MARKETING Under PMA,,,,MSE
9236658,M/S MAKMONI ENTERPRISES Under PMA,,,,MSE
9236658,mountain infotech Under PMA,,,,MSE
9236658,NILUS TECHNOLOGY PRIVATE LIMITED Under PMA,,,,MSE
9236658,PRANJAL OFFICE SOLUTIONS Under PMA,,,,MSE
9236658,RIYA OFFICE SOLUTIONS Under PMA,,,,MSE
9236658,SHIV TRADERS Under PMA,,,,MSE
9236658,SHREE ANAND AGENCY Under PMA,,,,MSE
9236658,STATIONERY PLUS Under PMA,,,,MSE
9236658,Suhaas Traders Under PMA,,,,MSE
9236658,UMA ENTERPRISES Under PMA,,,,MSE
9236658,UNIQUE SALES Under PMA,,,,MSE
